gene,sample,expression,organism,age,sex,infection,strain,time,tissue,mouse
Gpr45,GSM2545380,95,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Tgfbrap1,GSM2545380,2952,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Fhl2,GSM2545380,128,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Nck2,GSM2545380,874,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Uxs1,GSM2545380,1657,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm16103,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Tpp2,GSM2545380,3500,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Tex30,GSM2545380,339,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Bivm,GSM2545380,1200,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gulp1,GSM2545380,288,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Wdr75,GSM2545380,1420,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Dnah7b,GSM2545380,624,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm4852,GSM2545380,6,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm8337,GSM2545380,11,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Nabp1,GSM2545380,483,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm17767,GSM2545380,4,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Myo1b,GSM2545380,851,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Stat4,GSM2545380,12,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Stat1,GSM2545380,1538,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gls,GSM2545380,15580,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Rps27a-ps1,GSM2545380,3,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm28178,GSM2545380,0,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Inpp1,GSM2545380,3926,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Mstn,GSM2545380,24,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Asnsd1,GSM2545380,884,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gtf3c3,GSM2545380,1242,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Pgap1,GSM2545380,1854,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm19637,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ankrd44,GSM2545380,698,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Sf3b1,GSM2545380,19083,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm6822,GSM2545380,9,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Boll,GSM2545380,13,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm8292,GSM2545380,17,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Plcl1,GSM2545380,1332,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm6644,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Satb2,GSM2545380,17,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
BC055402,GSM2545380,0,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Tyw5,GSM2545380,544,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Spats2l,GSM2545380,374,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Aox4,GSM2545380,7,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Aox2,GSM2545380,7,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Bzw1,GSM2545380,9724,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Clk1,GSM2545380,9053,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ppil3,GSM2545380,404,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Nif3l1,GSM2545380,903,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cflar,GSM2545380,1434,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Casp8,GSM2545380,85,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Stradb,GSM2545380,1224,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Tmem237,GSM2545380,1039,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cdk15,GSM2545380,10,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Fzd7,GSM2545380,2531,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Sumo1,GSM2545380,3743,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Fam117b,GSM2545380,4815,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Wdr12,GSM2545380,1304,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Nbeal1,GSM2545380,1213,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Abi2,GSM2545380,5697,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cd28,GSM2545380,72,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm11581,GSM2545380,4,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Icos,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Nrp2,GSM2545380,428,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm4208,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ndufs1,GSM2545380,8851,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Eef1b2,GSM2545380,4845,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gpr1,GSM2545380,7,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm11605,GSM2545380,4,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Adam23,GSM2545380,8726,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Dytn,GSM2545380,0,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Mdh1b,GSM2545380,8,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm13748,GSM2545380,4,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ccnyl1,GSM2545380,568,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Plekhm3,GSM2545380,2073,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Rpl10a-ps1,GSM2545380,32,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cryga,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Pikfyve,GSM2545380,2774,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Map2,GSM2545380,24519,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Unc80,GSM2545380,19688,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Kansl1l,GSM2545380,1458,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Acadl,GSM2545380,2198,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm15793,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Spag16,GSM2545380,107,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Bard1,GSM2545380,18,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Abca12,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Atic,GSM2545380,1077,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Fn1,GSM2545380,2916,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm5256,GSM2545380,0,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Tmem169,GSM2545380,762,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Xrcc5,GSM2545380,917,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Smarcal1,GSM2545380,3134,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Igfbp2,GSM2545380,1987,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm29183,GSM2545380,4,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Rufy4,GSM2545380,8,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cxcr2,GSM2545380,6,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Arpc2,GSM2545380,4901,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Aamp,GSM2545380,5759,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Tmbim1,GSM2545380,2099,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Catip,GSM2545380,75,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Zfp142,GSM2545380,1942,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Rnf25,GSM2545380,1502,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ttll4,GSM2545380,1967,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Prkag3,GSM2545380,25,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm29539,GSM2545380,3,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Wnt10a,GSM2545380,19,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ihh,GSM2545380,9,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Slc23a3,GSM2545380,4,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Zfand2b,GSM2545380,473,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ankzf1,GSM2545380,1181,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Glb1l,GSM2545380,397,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ptprn,GSM2545380,6223,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Des,GSM2545380,84,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Asic4,GSM2545380,154,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Chpf,GSM2545380,2575,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Obsl1,GSM2545380,865,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Stk11ip,GSM2545380,1173,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Slc4a3,GSM2545380,4057,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Epha4,GSM2545380,1066,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Pax3,GSM2545380,329,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Mogat1,GSM2545380,11,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Kcne4,GSM2545380,47,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm5830,GSM2545380,14,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Scg2,GSM2545380,9031,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Mrpl44,GSM2545380,1027,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm5529,GSM2545380,27,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Fam124b,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cul3,GSM2545380,9697,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Nyap2,GSM2545380,1346,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Rhbdd1,GSM2545380,612,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Col4a4,GSM2545380,90,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Col4a3,GSM2545380,62,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Mff,GSM2545380,8624,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Daw1,GSM2545380,10,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Trip12,GSM2545380,8590,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Fbxo36,GSM2545380,149,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Slc16a14,GSM2545380,312,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm15433,GSM2545380,3,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Rpl19-ps1,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Sp110,GSM2545380,23,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Sp140,GSM2545380,34,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Sp100,GSM2545380,163,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cab39,GSM2545380,9995,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gpr55,GSM2545380,4,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Spata3,GSM2545380,12,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Htr2b,GSM2545380,0,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Armc9,GSM2545380,798,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
B3gnt7,GSM2545380,13,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Snora75,GSM2545380,7,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Nmur1,GSM2545380,28,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Dis3l2,GSM2545380,993,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm6136,GSM2545380,32,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ecel1,GSM2545380,37,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Prss56,GSM2545380,6,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Kcnj13,GSM2545380,490,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Inpp5d,GSM2545380,207,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Scarna6,GSM2545380,5,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Sag,GSM2545380,13,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Dgkd,GSM2545380,11067,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm19582,GSM2545380,69,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Usp40,GSM2545380,1534,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ugt1a7c,GSM2545380,8,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Dnajb3,GSM2545380,44,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Mroh2a,GSM2545380,16,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Spp2,GSM2545380,15,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm29538,GSM2545380,4,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Glrp1,GSM2545380,0,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Sh3bp4,GSM2545380,539,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gbx2,GSM2545380,0,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Iqca,GSM2545380,17,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ackr3,GSM2545380,336,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Col6a3,GSM2545380,80,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Rab17,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ube2f,GSM2545380,1605,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Klhl30,GSM2545380,7,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Twist2,GSM2545380,4,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Hdac4,GSM2545380,2241,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ndufa10,GSM2545380,5300,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Mir149,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ankmy1,GSM2545380,23,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Rnpepl1,GSM2545380,1439,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Capn10,GSM2545380,1215,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gpr35,GSM2545380,36,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Pask,GSM2545380,191,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Hdlbp,GSM2545380,8294,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Farp2,GSM2545380,343,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Stk25,GSM2545380,6543,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Thap4,GSM2545380,566,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
D2hgdh,GSM2545380,500,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Pdcd1,GSM2545380,0,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm7895,GSM2545380,10,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Fam174a,GSM2545380,2085,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Slco4c1,GSM2545380,14,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Panct2,GSM2545380,13,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm6430,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gin1,GSM2545380,499,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Pam,GSM2545380,2178,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cntnap5b,GSM2545380,998,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cdh20,GSM2545380,1181,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Pign,GSM2545380,903,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm10193,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Tnfrsf11a,GSM2545380,90,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm7160,GSM2545380,19,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm20753,GSM2545380,8,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Bcl2,GSM2545380,961,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Vps4b,GSM2545380,2566,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Serpinb5,GSM2545380,6,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Serpinb10,GSM2545380,3,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm8141,GSM2545380,17,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cdh7,GSM2545380,1932,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cdh19,GSM2545380,661,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm8173,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Dsel,GSM2545380,318,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm6028,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Nifk,GSM2545380,1051,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Clasp1,GSM2545380,3618,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Inhbb,GSM2545380,326,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm3551,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm28209,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cfap221,GSM2545380,3,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Sctr,GSM2545380,7,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Tmem37,GSM2545380,42,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
En1,GSM2545380,252,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Insig2,GSM2545380,2845,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ccdc93,GSM2545380,1389,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Htr5b,GSM2545380,17,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ddx18,GSM2545380,918,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Actr3,GSM2545380,7324,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Slc35f5,GSM2545380,739,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gpr39,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Mgat5,GSM2545380,3861,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm8451,GSM2545380,33,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Tmem163,GSM2545380,2823,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Acmsd,GSM2545380,1,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Zranb3,GSM2545380,202,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm28800,GSM2545380,3,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Rpl28-ps1,GSM2545380,29,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Mir128-1,GSM2545380,3,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Lct,GSM2545380,9,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm6170,GSM2545380,33,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Thsd7b,GSM2545380,26,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm29428,GSM2545380,3,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cd55,GSM2545380,240,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm16083,GSM2545380,10,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
C4bp-ps1,GSM2545380,7,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Yod1,GSM2545380,540,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Fcamr,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Dyrk3,GSM2545380,191,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Ikbke,GSM2545380,75,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Srgap2,GSM2545380,9818,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Slc26a9,GSM2545380,2,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Pm20d1,GSM2545380,234,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Rab29,GSM2545380,223,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Cdk18,GSM2545380,673,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm29695,GSM2545380,200,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Lemd1,GSM2545380,23,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm7241,GSM2545380,0,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Klhdc8a,GSM2545380,806,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Lrrn2,GSM2545380,4091,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm29257,GSM2545380,9,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
Gm28609,GSM2545380,4,Mus musculus,8,Female,InfluenzaA,C57BL/6,NA,Cerebellum,19
